Serial,Id_Unico,Equipo,Marca,Modelo,Servicio,Nueva_Ubicacion,Fuentes
41406845,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41406916,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41406933,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41406975,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCI PEDIÁTRICA,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41406993,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_PENDIENTES, ICU_MEDICAL_LIST"
41407169,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,HOSPITALIZACIÓN CIRUGÍA,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407204,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCI PEDIATRICA,"BOMBAS_2026_PENDIENTES, ICU_MEDICAL_LIST"
41407222,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407259,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407317,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407338,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407349,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407357,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407369,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407378,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407387,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407443,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407457,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407490,,BOMBA DE INFUSIÓN,ICU MEDICAL,PLUM A+ ,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41407646,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,UCI PEDIÁTRICA,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408377,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_PENDIENTES, ICU_MEDICAL_LIST"
41408378,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408381,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,HOSPITALIZACIÓN CIRUGÍA,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408393,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408397,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408402,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408405,,BOMBA DE INFUSIÓN,ICU MEDICAL,Bomba de infusión Plum 360™ compatible con ICU Medical MedNet™,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408482,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,UCI PEDIÁTRICA,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408638,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,HOSPITALIZACIÓN ADULTOS PISO 4,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41408929,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41409115,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,HOSPITALIZACIÓN ADULTOS PISO 5,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41417019,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,UCI PEDIATRICA,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41417110,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,UCO,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
41417863,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360 Driver Refurb,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
50400662,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400667,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400676,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400682,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400684,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400707,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400708,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400709,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400712,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400717,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400719,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400720,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400722,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400725,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400726,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400729,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400733,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400741,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400744,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400748,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400755,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400756,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400760,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400761,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400763,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400767,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400768,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400772,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400776,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400777,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400781,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400782,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400783,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400785,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400793,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400797,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400799,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400802,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400804,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400806,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400807,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400808,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400811,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400812,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400815,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400816,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400822,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400824,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400825,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400830,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400831,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400834,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400837,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400840,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400843,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400844,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400845,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400852,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400855,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400856,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400860,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400861,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400862,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400867,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400868,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400872,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400873,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400874,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400878,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400881,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400882,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400897,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400898,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400900,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400901,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400904,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400905,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400907,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400908,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400915,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400916,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400917,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400918,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400919,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400920,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400924,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400925,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400928,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400929,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400930,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400933,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400934,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400937,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400938,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400941,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400942,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400944,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400945,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400947,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400949,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400952,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400954,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400956,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400957,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400958,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400976,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400979,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400981,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400985,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400986,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400987,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400988,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50400989,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400992,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50400995,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401004,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401009,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401011,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401012,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401013,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50401015,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401016,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401019,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401021,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401023,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50401024,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401025,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401026,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401029,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401033,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401034,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401035,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401036,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401038,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401043,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401044,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401046,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401049,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401050,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401054,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401055,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401056,,BOMBA DE INFUSIÓN,ICU MEDICAL,,,,BOMBAS_2026_PENDIENTES
50401057,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401058,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401061,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401062,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401063,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401064,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401067,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
50401068,,BOMBA DE INFUSIÓN,ICU MEDICAL,Plum 360,,,BOMBAS_2026_MAIN
75244822,,BOMBA DE INFUSIÓN,ICU MEDICAL,PLUM A+,,,"BOMBAS_2026_MAIN, ICU_MEDICAL_LIST"
